,tokens,class
228,"['tanto', 'medo', 'avião', 'passa', 'lá', 'cima', 'coração', 'acelera', 'afff']",-1
229,"['cara', 'sonho', 'cocolatraassumidamodeon', 'httptwitpiccom24exzc']",-1
230,"['aninhaebc', 'galinha', 'gisada', 'ahhh', 'convidaaaaaaaaaaaa', 'rsrs', 'saudadedepernambuco']",-1
231,"['atoron', 'rt', 'marcoluque', 'bem', 'podemos', 'mesclaruma', 'bela', 'espanhola', 'linda', 'holandesarsrsrs']",3.3
232,"['olá', 'gatas', 'gato', 'hahaha', 'jujubalima', 'aninhaebc', 'taisrenata', 'quasegay', 'agdabritto', 'chrismoranguete', 'zoooiul', 'drae', 'marlenebicalho']",-1
233,"['jujubalima', 'baummm', 'hein', 'coisa', 'gostosa', 'ando', 'reflexiva', 'enmm', 'paz', 'tb', 'mto', 'bom']",-1
234,"['juhsavignon', 'sei', 'passa', 'força']",-1
235,"['juhsavignon', 'fica', 'deus', 'luz', 'paz']",-1
236,"['jujubalima', 'ah', 'convivendo', 'apenas', 'comigo', 'fds', 'precisava', 'disso', 'pensando', 'mtas', 'coisas', 'trabalhando', 'meio', 'disso', 'rs']",-1
237,"['angelicamorango', 'ixi', 'nêga', 'tá', 'sampa', 'aqui', 'tá', 'dia', 'lindo', 'sei', 'tô', 'fazendo', 'casa', 'acompanhada', 'colica', 'danada']",-1
238,"['coisasdelouco', 'vim', 'parar', 'nessa', 'cidade', 'p', 'força', 'circunstâncias', 'aprendi', 'm', 'virar', 'sozinha', 'mudo', 'postura', 'p', 't', 'agradar']",-1
239,"['vamos', 'fazer', 'corrente', 'twitter', 'vem', 'pros', '160', 'caracteres', 'adere', 'twiter160caracteres']",-1
240,"['quasegay', 'gatooooooooooooooooo', 'tava', 'sentindo', 'falta']",-1
241,"['vou', 'pro', 'céu', 'fato']",-1
242,"['acho', 'morango', 'céu', 'pra', 'rsrs', 'angelicamorango', 'biaibelieve', 'tô', 'sampa', 'aqui', 'n', 'b', 'vista', 'tá', 'nubladim', 'meio', 'frio']",-1
243,"['biaibelieve', 'hahaha', 'pq', 'tatuapé', 'tava', 'sol', 'aclimação', 'sol', 'bela', 'vista', 'tava', 'nublado', 'rsrs', 'eêee', 'angelicamorago']",-1
244,"['agdabritto', 'ooowwww', 'amorrr', 'ja', 'chegou']",-1
245,"['kkkkkkkkkkkkkkkk', 'rt', 'hugogloss', 'mamy', 'gloss', 'mandou', 'msg', 'pro', 'torpedao', 'ondefoiqeuerrei']",-1
246,"['marlenebicalho', 'vi', 'dm', 'pssoa', 'tudo', 'certim']",-1
247,"['agdabritto', 'quero', 'saber', 'tudooo', 'diaaaa']",-1
248,"['marlenebicalho', 'magina', 'rs', 'dia', 'tão', 'totoso', 'hj', 'sp', 'fiquei', 'casa', 'trab', 'ontem', '10', 'noite', 'aff', 'rs', 'madry']",-1
249,"['marlenebicalho', 'furto', 'pena', 'graça', 'rsrs', 'cheirosss']",-1
250,"['amores', 'pra', 'gosta', 'boa', 'leitura', 'pra', 'gosta', 'superindico', 'melaineribeiro', 'httpaescritoraeomusicoblogspotcom']",-1
251,"['linda', 'sabrinasatoreal', 'ajuda', 'divulgar', 'primeiro', 'livro', 'melaineribeiro', 'escritora', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
252,"['amore', 'juhsavignon', 'ajuda', 'divulgar', 'primeiro', 'livro', 'melaineribeiro', 'escritora', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
253,"['renatuuus', 'amore', 'ajuda', 'divulgar', 'primeiro', 'livro', 'melaineribeiro', 'escritora', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
254,"['joaohamu', 'lindooooooo', 'reviso', 'lida', 'puder']",-1
255,"['papertomaz', 'tme', 'gente', 'faz', 'tattoo', 'pra', 'filho', 'ajuda', 'ne', 'passional']",-1
256,"['marlenebicalho', 'oi', 'madry', 'dá', 'fuçada', 'lá', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
257,"['marlenebicalho', 'vc', 'gente', 'cara', 'rsrs', 'brigada', 'lindona', 'desastrada', 's2']",-1
258,"['aninhaebc', 'miga', 'dá', 'fuçada', 'lá', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
259,"['frasesdemae', 'dá', 'fuçada', 'lá', 'mãe', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
260,"['fcmorango', 'dá', 'fuçada', 'lá', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
261,"['thaisbza', 'oi', 'bonita', 'dá', 'fuçada', 'lá', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
262,"['coisasdelouco', 'gtdá', 'fuçada', 'lá', 'primeiro', 'livro', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'reviso']",-1
263,"['melaineribeiro', 'naoeammmm', 'pq', 'alter', 'ego', 'tb', 'ama', 'amigos', 'nessa', 'vida', 'rs']",-1
264,"['preguiça', 'ir', 'dormir']",-1
265,"['adoro', 'frase', 'viva', 'loucos', 'normais', 'acabando', 'mundo', 'fikdik', 'rs']",-1
266,"['angelicamorango', 'lindo', 'inclusive', 'intrigante', 'massa']",-1
267,"['amorainlove', 'excelente', 'parabéns', 'venham', 'mudanças', 'wwwmorangoexpressblogspotcom']",-1
268,"['rt', 'luizapossi', 'queria', 'comer', 'polvo', 'copa', 'gerou', 'apego']",-1
269,"['acho', 'vou', 'ai', 'preguiça', 'dormir', 'xerus']",-1
270,"['carolserodio', 'mto', 'fofo', 'msm', 'raça']",-1
271,"['franmoraes2', 'pronto', 'nui', 'aqui', 'tb']",-1
272,"['franmoraes2', 'parece', 'tá', 'morrendo', 'né', 'liga', 'naum', 'cachorro', 'aqui', 'prédio', 'sempre', 'confundo', 'foda', 'rs']",-1
273,"['franmoraes2', 'pois', 'hahaha', 'vi', 'forms']",-1
274,"['limapaula', 'matéria', 'sobre', 'idolos', 'fqte', 'mto', 'bom', 'programaneam', 'ver', 'parabéns', 'provcestudo', 'amoteucabelo']",-1
275,"['franmoraes2', 'franmyself', 'cheirossssssssssssssssssss', 'boa', 'noite']",-1
276,"['oieeee', 'amoresss', 'tô', 'mtooo', 'emocionadaaaa', 'sobrinha', 'lindaaa', 'nasceuuu', 'parabéns', 'kilma', 'lipe', 'mano', 'amo', 'bem', 'vinda', 'karol', 'renovacao']",-1
277,"['oi', 'amores', 'drae', 'agdabritto', 'taisrenata', 'coisasdelouco', 'joaohamu', 'ritacassiacosta', 'renatuuus', 'vcs', 'noção', 'correriaaaa', 'aff', 'xeru']",-1
278,"['quasegay', 'coisasdelouco', 'agdabritto', 'hj', 'correria', 'nao', 'deixou', 'interagir', 'vcs', 'sao', 'especiais', 'saudadessss', 'cheirossss']",-1
279,"['franmoraes2', 'boa', 'noite', 'esquisitinha', 'legal', 'rsrs', 'zzzzzzzzzz', 'bjuu', 'zzzzzzz']",-1
280,"['bom', 'dia', 'amores', 'dias', 'passando', 'mudanças', 'tornando', 'inevitáveis', 'próximas', 'vai', 'ficando', 'difícil', 'eavidasegue']",-1
281,"['homem', 'verdade', 'dia', 'pra', 'comemorar', 'todo', 'dia', 'dia']",-1
282,"['vc', 'aí', 'franguinha', 'dessossada', 'reclama', 'vida', 'chorar', 'porra']",3.3
283,"['jovem', 'gosta', 'restart', 'ainda', 'vai', 'ter', 'vergonha', 'si']",-1
284,"['jovem', 'espinhudo', 'axé', 'restart', 'legião', 'urbana', 'mínimo', 'decência', 'nessa', 'vida', 'ordinária', 'vc', 'leva']",-1
285,"['antes', 'voltar', 'importante', 'abrir', 'cerveja', 'matinal', 'fodase']",-1
286,"['vc', 'gosta', 'legião', 'urbana', 'favor', 'unfollow', 'aqui', 'gente', 'vergonha', 'cara', 'bom', 'gosto', 'musical', 'porra']",-1
287,"['político', 'covarde', 'bundao', 'vou', 'começar', 'xingar', 'nessas', 'eleições']",-1
288,"['aliás', 'vc', 'quer', 'xingar', 'alguém', 'direito', 'fale', 'mãe', 'sujeito', 'apenas', 'chame', 'bundão', 'basta']",-1
289,"['exemplo', 'nizan', 'ganaes', 'bundão']",-1
290,"['aliás', 'universo', 'publicidade', 'repleto', 'bundões']",-1
291,"['ei', 'amigo', 'vai', 'tomar', 'cú']",-1
292,"['feliz', 'dia', 'amigo', 'come', 'gordura', 'picanha']",-1
293,"['feliz', 'dia', 'amigo', 'toma', 'pinga']",-1
294,"['feliz', 'dia', 'amigo', 'faz', 'escolhas', 'erradas']",-1
295,"['foco', 'resistência', 'aqui', 'ainda', 'gostamos', 'mulher', 'pinga', 'rock', 'n', 'roll', 'futebol', 'ainda', 'gostamos', 'churrasco', 'carne', 'sangrenta']",-1
296,"['gostamos', 'errar']",-1
297,"['direto', 'contra', 'toda', 'idiocracia', 'criou', 'ante', 'aqui', 'fala', 'sobrevivente']",-1
298,"['luta', 'contra', 'jogadores', 'golf', 'todos', 'pulhas', 'vagabundos', 'bundões', 'insistem', 'passar', 'creme', 'porra', 'rosto', 'creme', 'porra']",3.1
299,"['gay', 'assumido', 'bem', 'resolvido', 'bem', 'homemdeverdade', 'frangas', 'arrogantes', 'dissimulados', 'enfrentam', 'própria', 'cara', 'espelho']",-1
300,"['pra', 'aguentar', 'conviver', 'fã', 'legião', 'urbana', 'duvida', 'fuja']",-1
301,"['aliás', 'qualquer', 'reunião', 'base', 'violão', 'local', 'propicio', 'massacre', 'serra', 'elétrica', 'apoio']",-1
302,"['dunga', 'homemdeverdade', 'apenas', 'ignorante', 'verdade']",-1
303,"['aliás', 'porra', 'felipe', 'neto', 'sei', 'neto', 'imagino', 'fracassou']",-1
304,"['cbf', 'confederação', 'bundões', 'futebol']",-1
305,"['final', 'semana', 'fodase']",-1
306,"['homem', 'verdade', 'bate', 'mulher', 'coisa', 'imbecil', 'babaca', 'covardes', 'bundões']",-1
307,"['mariquinhas', 'passam', 'dia', 'twittando', 'voltei']",4.2.2
308,"['charlie', 'sheen', 'contigo', 'querido', 'amigo']",-1
309,"['pensamento', 'masculino', 'rodeios', 'bem', 'vindo', 'homem', 'mulher', 'revelações', 'aguarde']",-1
310,"['boa', 'tarde', 'acha', 'vai', 'atingir', 'reconquistar', 'fotinhos', 'comentários', 'balada', 'afasta', 'reflita']",-1
311,"['piriguéte', 'conquiste', 'ato', 'dê', 'valor', 'conquiste', 'toda', 'vida']",3.3
312,"['fica', 'enrolando', 'pra', 'aceitar', 'convite', 'coragem', 'dizer', 'medo', 'queimar', 'cartucho', 'próxima', 'né', 'sei']",-1
313,"['porque', 'tá', 'moda', 'bonito', 'mulheres', 'cuidem']",-1
314,"['mulher', 'parque', 'diversões', 'começar', 'humor', 'montanharussa']",3.3
315,"['rt', 'fortemulher', 'precisa', 'precisar', 'ninguém']",-1
316,"['acha', 'gente', 'acredita', 'nessa', 'felicidade', 'toda', 'facebook', 'bêbada', 'balada', 'amigas', 'preciso', 'homem', 'mínimo', 'ridiculo']",-1
317,"['larga', 'indireta', 'twitter', 'acaba', 'pagando', 'vale', 'abandonada', 'toda', 'timeline', 'realmente', 'deveria', 'atingido', 'vê']",-1
318,"['adora', 'alfinetar', 'amigos', 'homens', 'falando', 'famosos', 'lindos', 'lembrese', 'pegariam', 'conhecessem']",3.3
319,"['bom', 'dia', 'paga', 'pegadora', 'espalha', 'tudo', 'sempre', 'dá', 'jeito', 'contar', 'aventuras', 'fala', 'pouco', 'faz']",-1
320,"['preciso', 'arrumar', 'quarto', 'contrato', 'estagiário']",-1
321,"['orgulho', 'hetero', 'tão', 'válido', 'quanto', 'orgulho', 'homo', 'pode', 'ter', 'orgulho', 'outro', 'orgulhohetero']",4
322,"['discriminadores', 'contrário', 'queremos', 'igualdade', 'orgulhohetero']",4
323,"['heteros', 'ainda', 'maioria', 'devemos', 'unir', 'contra', 'ditadura', 'minoria', 'abaixo', 'heterofobia']",4
324,"['rt', 'robsonhreal', 'orgulho', 'hetero', 'seempreee']",4
325,"['rt', 'lucasmcml', 'orgulho', 'hetero', 'w']",4
326,"['rt', 'samucasg', 'orgulho', 'hetero', 'seempree']",4
327,"['rt', 'pedrohenrilf', 'orgulho', 'homo', 'pode', 'tweetar', 'orgulho', 'hetero', 'preconceito', 'whats', 'problem', 'u', 'guys']",4
328,"['rt', 'oficialjoao', 'orgulho', 'hetero', 'homofobia', 'abs']",4
329,"['rt', 'mundodrogado', 'antes', 'homossexualismo', 'proibidodepois', 'passou', 'toleradohoje', 'normaleu', 'vou', 'embora', 'antes', 'vire', 'obrigatór']",4
330,"['rt', 'ritocca', 'favor', 'criação', 'dia', 'nacional', 'orgulho', 'heterossexual', 'popularmente', 'falando', 'dia', 'hétero', 'diga']",4
331,"['rt', 'bonisss', 'cada', 'dia', 'passa', 'cresce', 'aindamais', 'adeptos', 'marcha', 'orgulho', 'hétero', 'rt', 'poucos', 'héteros', 'restam']",4
332,"['abaixo', 'apenas', 'alguns', 'exemplos', 'manifestação', 'favor', 'direito', 'orgulho', 'hetero']",4
333,"['luta', 'continua', 'orgulhohetero']",4
334,"['fizeram', 'marcha', 'direito', 'expressarmos', 'dia', 'orgulhohetero']",4
335,"['rt', 'donalola', 'ter', 'orgulho', 'q', 'reprime', 'qm', 'orgulhohetero']",4
336,"['homens', 'têm', 'patroa', 'homens', 'têm', 'mulher', 'mulheres', 'escolhem', 'querem', 'mulherdeverdade']",3.1
337,"['erro', 'erro', 'vaise', 'descobrindo', 'toda', 'verdade', 'mulherdeverdade']",-1
338,"['mulher', 'fez', 'escalada', 'montanha', 'vida', 'removendo', 'pedras', 'plantando', 'flores', 'mulherdeverdade']",-1
339,"['mulher', 'madura', 'vezes', 'brinca', 'balanço', 'criança', 'insegura', 'vezes', 'anda', 'salto', 'alto', 'mulherdeverdade']",-1
340,"['forma', 'brincar', 'dizer', 'verdade', 'brincadeira', 'engraçada', 'mundo', 'mulherdeverdade']",-1
341,"['maior', 'ambição', 'mulher', 'despertar', 'amor', 'mulherdeverdade']",3.3
342,"['mulher', 'única', 'superar', 'homem', 'mulher', 'cada', 'dia', 'mulherdeverdade']",3.1
343,"['desejo', 'homem', 'mulher', 'desejo', 'mulher', 'desejo', 'homem', 'mulherdeverdade']",3.3
344,"['mulher', 'anjo', 'diabo', 'corpo', 'mulherdeverdade']",-1
345,"['mulher', 'nua', 'carnes', 'vivas', 'cujo', 'brilho', 'suave', 'mulherdeverdade']",3.3
346,"['deus', 'criou', 'mulher', 'costela', 'osso', 'torto', 'procurares', 'endireitála', 'quebrará', 'pois', 'paciência', 'c', 'mulherdeverdade']",3.3
347,"['mulheres', 'descobrindo', 'mulher', 'bom', 'coisa', 'homens', 'sabem', 'séculos', 'mulherdeverdade']",3.3
348,"['cem', 'homens', 'podem', 'formar', 'acampamento', 'preciso', 'mulher', 'fazer', 'lar', 'mulherdeverdade']",3.3
349,"['mulher', 'deve', 'lentamente', 'decifrada', 'enigma', 'encanto', 'encanto', 'mulherdeverdade']",3.3
350,"['mulher', 'nua', 'menos', 'perigosa', 'q', 'saia', 'habilmente', 'exibida', 'q', 'cobre', 'tudo', 'tempo', 'deixa', 'tudo', 'vista', 'mulherdeverdade']",3.3
351,"['mulher', 'nova', 'bonita', 'carinhosa', 'faz', 'homem', 'gemer', 'sentir', 'dor', 'mulherdeverdade']",3.3
352,"['q', 'bom', 'linda', 'nova', 'aqui', 'bem', 'vinda', 'rt', 'monikasouzas', 'taí', 'curti', 'mdeverdade', 'soudessas']",-1
353,"['rt', 'acarioca', 'dê', 'valor', 'sentimentos', 'porque', 'dinheiro', 'dia', 'acaba', 'maquiagem', 'sai', 'água']",-1
354,"['mulherdeverdade', 'acredita', 'amor', 'vira', 'refém']",3.3
355,"['mulher', 'verdade', 'bem', 'sucedida', 'independente', 'ainda', 'vai', 'lutar', 'fim', 'si', 'mesma']",-1
356,"['rt', 'maitabom', 'aonde', 'coração', 'ali', 'estará', 'tesouro']",-1
357,"['mulherdeverdade', 'pode', 'usar', 'silicone', 'usará', 'cérebro', 'primeiro', 'lugar']",3.3
358,"['mulherdeverdade', 'prefere', 'amor', 'tesão', 'envolvimento', 'preconceitos']",3.3
359,"['aliás', 'mulherdeverdade', 'despe', 'qualquer', 'preconceito', 'vive']",-1
360,"['bem', 'vindos', 'novos', 'lindos', 'tl', 'maitabom', 'acarioca', 'luccymara', 'kisses', 'verdade']",-1
361,"['maitabom', 'doces', 'travessuras', 'dois', 'necessariamente', 'nessa', 'órdem', 'rs']",-1
362,"['pensando', 'mulherdeverdade', 'íntegra', 'sentimentos', 'consigo', 'outros', 'essência']",-1
363,"['mulherdeverdade', 'sente', 'inveja', 'segura', 'qualidades', 'capacidades', 'menosprezar', 'outros']",3.3
364,"['mulherdeverdade', 'dá', 'valor', 'belas', 'qualidades', 'seres', 'humanos', 'dá', 'valor', 'amigos', 'verdadeiros']",3.3
365,"['mulherdeverdade', 'cuida', 'quer', 'linda', 'gostosa', 'apetitosa', 'principalmente', 'inteligente', 'mesma', '1º', 'lugar']",3.3
366,"['mulherdeverdade', 'curiosa', 'bem', 'informada', 'gosta', 'conhecer', 'novo']",3.3
367,"['mulherdeverdade', 'dá', 'valor', 'beleza', 'maior', 'preocupação', 'conteúdo', 'encanta']",3.3
368,"['mulherdeverdade', 'boa', 'cama', 'gosta', 'seduzir', 'seduzida', 'gosta', 'provocar', 'frescurinhas']",3.3
369,"['mulherdeverdade', 'gosta', 'agradar', 'dar', 'carinho', 'parceiro', 'faz', 'nada', 'apenas', 'outro', 'desagrade']",3.3
370,"['mulherdeverdade', 'adepta', 'joguinhos', 'infantis', 'sincera', 'fala', 'pensa', 'sente']",3.3
371,"['rt', 'monikasouzas', 'acho', 'esquisito', 'mulheres', 'todas', 'artificiais', 'falam', 'gemendo', 'nariz', 'preguicadegentesemconteudo']",3.3
372,"['monikasouzas', 'guria', 'parece', 'mto', 'mulherdeverdade']",-1
373,"['rt', 'wannessamichi', 'humornegroo', 'ainda', 'espécie', 'viva', 'oscar', 'niemeyerssauro']",-1
374,"['hebecamargo', 'sai', 'facebook', 'vc', 'morreu']",-1
375,"['preguiça', 'cara', 'desenhou', 'bandeira', 'líbia']",-1
376,"['explica', 'ficam', 'computador', 'criança', 'olho', 'arregalado', 'aí', 'atrás']",-1
377,"['imagina', 'caixinha', 'musica', 'começa', 'tocar', 'agora', 'ai', 'escuro']",-1
378,"['bom', 'galera', 'vou', 'dormir', 'pq', 'contrário', 'hebe', 'acordo', 'cedo', 'amanhã']",-1
379,"['hoje', 'vo', 'chutar', 'balde', 'fica', 'ai', 'pq', 'quero', 'acerta', 'cara']",-1
380,"['mulheres', 'favor', 'parem', 'raspar', 'cabeça', 'lados', 'fica', 'parecendo', 'vcs', 'câncer', 'metade']",3.3
381,"['imagina', 'cutucar', 'pessoa', 'facebook', 'hanseníase', 'sente']",-1
382,"['abri', 'janela', 'tava', 'gorda', 'apartamento', 'frente', 'olhando', 'pra', 'baixo', 'chorando', 'acho', 'caiu', 'empadinha']",8.3-3.3.10
383,"['menina', 'praplégica', 'c', 'tá', 'querendo', 'quero', 'mexer', 'quero', 'mexer']",-1
384,"['tamagoshi', 'decepcionei', 'deixei', 'morrer', 'fome', 'então', 'esperem', 'mim']",-1
385,"['tanta', 'fome', 'mente', 'toca', 'world', 'enquanto', 'imagino', 'helicóptero', 'onu', 'jogando', 'cesta', 'básica', 'pra', 'mim']",-1
386,"['deve', 'foda', 'namorar', 'evangélica', 'vc', 'manda', 'sms', 'todo', 'fofo', 'dizendo', 'advinha', 'ama', 'responde', 'jesus', 'cristo']",-1
387,"['naandoluiiz', 'configurações', 'desativar', 'conta']",-1
388,"['tenta', 'dormir', 'todos', 'pensamentos', 'evitou', 'ter', 'durante', 'dia', 'inteiro', 'surgem', 'dançando', 'gangnam', 'style', 'cérebro']",-1
389,"['mae', 'proibiu', 'andar', 'amigos', 'usam', 'drogas', 'agora', 'vou', 'vender', 'pra']",-1
390,"['apagão', 'nordeste', 'agora', 'descobrir', 'lá', 'energia', 'elétrica', 'kkkkk']",-1
391,"['rt', 'yagobernardino', 'humornegroo', 'sorria', 'ta', 'sendo', 'printado', 'babaca']",-1
392,"['indo', 'dormir', 'luz', 'acesa', 'homenagem', 'nordeste']",2.3
393,"['03', 'manhã', 'nordestino', 'vim', 'apelar', 'piada', 'apagão', 'hahaha', 'aproveita', 'ta', 'luz', 'vai', 'dormir']",-1
394,"['veio', 'chuva', 'tweets', 'aqui', 'chingando', 'piadas', 'apagão', 'nordeste', 'algum', 'vcs', 'achou', 'piada', 'tão', 'preconceituosa', 'assim']",-1
395,"['vou', 'ler', 'opinião', 'vcs', 'achei', 'nada', 'demais', 'piada', 'pras', 'pessoas', 'revoltarem', 'tanto', 'dependendo', 'opinião', 'vcs', 'apago']",-1
396,"['chuva', 'tweets', 'xingando', 'origem', 'site', 'diario', 'nordeste', 'globo', 'httptcovekpqyjj']",-1
397,"['rt', 'savoltrath', 'humornegroo', 'basicamente', 'pessoas', 'dão', 'risada', 'outros', 'todo', 'mundo', 'fica', 'bravo']",-1
398,"['rt', 'lokocorreia', 'humornegroo', 'jornal', 'feito', 'folha', 'bananeira']",-1
399,"['rt', 'marceljuca', 'humornegroo', 'deus', 'nordeste', 'esquento', 'pq', 'sei', 'humor']",-1
400,"['rt', 'danteiixeira', 'humornegroo', 'apague', 'nordeste', 'levo', 'sempre', 'brincadeira', 'vejo', 'motivo', 'nenhum', 'pra', 'tanta', 'revolta']",2.3
401,"['hadoucken', 'acho', 'vamos', 'parar', 'mesma', 'cela', 'hahuauha', 'httptcob855gksp']",-1
402,"['rt', 'osprimitivos', 'q', 'falta', 'povo', 'nordestino', 'derrubar', 'família', 'sarney', 'maranhão', 'corrupção', 'sim', 'piada', 'sobre']",-1
403,"['começando', 'acreditar', 'jesus', 'crucificado', 'ter', 'feito', 'piada', 'nordeste']",2.3
404,"['rt', 'wassupval', 'amosou', 'humornegroo', 'revolta', 'ofendidinhos', 'piadas']",-1
405,"['henriqueapf', 'jeito', 'nenhum', 'nesse', 'caso', 'mta', 'gnt', 'veio', 'mimimi', 'pra', 'cima', 'quis', 'saber', 'q', 'n', 'tava', 'achando', 'nada', 'd']",-1
406,"['mãe', 'globo', 'httptcoazioc51k']",-1
407,"['preconceito', 'web', 'kkkkkkkkk', 'httptcowch6lk71']",-1
408,"['rt', 'xxxpressions', 'humornegroo', 'preconceituoso', 'dissesse', 'loiras', 'nordestinas']",-1
409,"['partir', 'momento', 'q', 'vc', 'ri', 'd', 'piada', 'd', 'loira', 'português', 'gaucho', 'vc', 'perde', 'direito', 'd', 'ofender', 'c', 'qualqer', 'outro', 'tipo', 'piada', 'danilo', 'gentili']",-1
410,"['frase', 'encerro', 'assunto', 'nordeste', 'dando', 'sede', 'vou', 'ali', 'beber', 'agua', 'mineral']",-1
411,"['gente', 'acredita', 'duendes', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'mto', 'trouxas', 'duendes', 'mentem']",-1
412,"['hitler', 'ligou', 'forno', 'pqp']",-1
413,"['lula', 'nunca', 'acertou', 'nota', 'azul', 'guitar', 'hero']",-1
414,"['chinelo', 'arrebentou', 'amanhã', 'sair', 'pra', 'comprar', 'prego']",-1
415,"['furacão', 'sandy', 'tá', 'assim', 'imagina', 'furacão', 'preta', 'gil', 'deve', 'ter', 'sido', 'dizimou', 'dinossauros']",-1
416,"['dia', 'bruxas', 'noite', 'solteiros']",-1
417,"['morrendo', 'memes', 'nana', 'gouvêa', 'uhahuahuahuahua', 'httptcolk9dhmfg']",-1
418,"['memes', 'nana', 'gouvêa', 'tão', 'divertindo', 'kkkkkkkk', 'httptco6wuqbtv2']",-1
419,"['enem', 'questão', '1', 'oooooooooooooooooooooooooooooooooooooooooooooo', 'vida', 'gado', 'ana', 'julia', 'pa', 'gangnam', 'style']",-1
420,"['natureza', 'perfeita', 'olha', 'filhotes', 'nascendo', 'quantos', 'rts', 'mamãe', 'merece', 'hein', 'httptco5nmq2wsy']",-1
421,"['acho', 'sono', 'resolveu', 'desaparecer', 'junto', 'dinheiro', 'espero', 'dia', 'têlos', 'volta']",-1
422,"['assistir', 'titanic', 'contrário', 'verá', 'história', 'submarino', 'resgata', 'pessoas', 'mar', 'coloca', 'festa']",-1
423,"['procuro', 'criança', 'aguente', 'trabalhar', '12hdia', 'dentes', 'fortes', 'q', 'nao', 'coma']",-1
424,"['ps', 'troco', 'crente', 'pago', 'diferença']",-1
425,"['vencedor', 'httptco7tuexife']",-1
426,"['annoyingbru', 'virou', 'fiscal', 'piada', 'agora', 'manda', 'multa', 'la', 'pra', 'casa']",-1
