,tokens,class
174,"['gente', 'li', 'piadinhas', 'fodas', 'agora', 'vou', 'trazer', 'uma', 'perai']",-1
175,"['paullamirella', 'quer', 'uma', 'dica', 'meio', 'trash', 'pra', 'aumentar', 'a', 'galera', 'do', 'show', 'trashquefunciona', 'bate', 'papo', 'uol', 'salas', 'de', 'minas', 'da', 'uma', 'divulgada']",-1
176,"['kcris', 'não', 'deixe', 'as', 'lembranças', 'e', 'saudades', 'te', 'minarem', 'enfrente', 'ouça', 'músicas', 'essa', 'é', 'linda', 'msm', 'conhece', 'the', 'corrs']",-1
177,"['agdabritto', 'sei', 'lá', 'inventei', 'agora', 'catita', 'hahaha']",-1
178,"['marlenebicalho', 'oi', 'carametade', 'do', 'desastre', 'mor', 'dei', 'umas', 'fuçadas', 'hj', 'no', 'blog']",-1
179,"['agdabritto', 'ixi', 'amiga', 'marron', 'marromenos', 'termino', 'de', 'namoro', 'foda', 'ne']",-1
180,"['agdabritto', 'nem', 'eu', 'amiga', 'nem', 'eu', 'e', 'como', 'ela', 'diz', 'eavidasegue']",-1
181,"['marlenebicalho', 'o', 'blog', 'é', 'uma', 'dilicinha', 'ja', 'conhecia', 'sim', 'vou', 'comentar', 'amanha', 'hj', 'tô', 'de', 'bode', 'sozinha', 'e', 'abandonada', 'em', 'sampa', 'rs']",-1
182,"['marlenebicalho', 'vcs', 'moram', 'por', 'onde', 'eu', 'moro', 'na', 'aclimação', 'perto', 'da', 'liberdade', 'vergueiro', 'paraíso']",-1
183,"['marlenebicalho', 'morava', 'no', 'jabaquara', 'comprava', 'num', 'açougue', 'massa', 'na', 'av', 'sta', 'catarina', 'só', 'lá', 'tinha', 'a', 'seleta', 'de', 'legumes', 'que', 'eu', 'amava', 'sniff']",-1
184,"['galera', 'tenho', 'umas', 'fotos', 'pra', 'mostrar', 'de', 'terça', 'quando', 'a', 'sra', 'angelicamorango', 'deu', 'entrevista', 'pra', 'uma', 'revista', 'com', 'vestido', 'micro', 'querem']",-1
185,"['marlenebicalho', 'eu', 'amo', 'esse', 'bairro', 'e', 'adivinha', 'abriu', 'uma', 'temakeria', 'do', 'lado', 'de', 'casa', 'hahaha', 'falenciafeelings']",-1
186,"['as', '03', 'mosqueteiras', 'a', 'liviacastrofoto', 'e', 'a', 'fabsramos', 'não', 'se', 'livraram', 'de', 'perguntinhas', 'básicas', 'vermelhidaonorosto', 'httptwitpiccom23v5hn']",-1
187,"['isabellataviani', 'ou', 'seja', 'faltam', '055', 'min', 'rs']",-1
188,"['pssoas', 'incríveis', 'que', 'só', 'comem', 'no', 'spoletto', 'rs', 'httptwitpiccom23v6gt']",-1
189,"['e', 'o', 'chamado', 'cãomor', 'junto', 'com', 'uma', 'repórter', 'cara', 'de', 'sono', 'rs', 'mto', 'legal', 'httptwitpiccom23v73c']",-1
190,"['marlenebicalho', 'viu', 'as', 'fotos', 'que', 'postei']",-1
191,"['vou', 'fazer', 'uma', 'comidinha', 'pernambucana', 'agora', 'quem', 'quer']",-1
192,"['chega', 'sem', 'som', 'e', 'sem', 'imagem', 'não', 'dá', 'né', 'xerus', 'suwerner', 'live', 'on', 'httptwitcamcom14790']",-1
193,"['jujubalima', 'sou', 'nada', 'faço', 'o', 'básico', 'hahaha']",-1
194,"['jujubalima', 'taí', 'sou', 'ótima', 'com', 'sobremesas', 'doces', 'bolos']",-1
195,"['medo', 'da', 'agdabritto', 'vindo', 'pra', 'sppp', 'rs']",-1
196,"['gente', 'quem', 'tá', 'no', 'pique', 'de', 'um', 'jv', 'coisa', 'leve', 'ou', 'não', 'rsrsrs']",-1
197,"['rilitros', 'rt', 'amorainlove', 'angelicamorango', 'se', 'eu', 'tivesse', 'na', 'liquid', 'love', 'iria', 'participar', 'da', 'promoção', 'me', 'infarta', 'morango', 'kkkkkkk', 'passomal']",-1
198,"['alineborel', 'oi', 'sugeri', 'um', 'jv', 'e', 'ninguém', 'me', 'deu', 'bola', 'tá', 'afim', 'vc', 'te', 'mais', 'moral', 'que', 'eu', 'vem', 'mais', 'gente', 'rsrsrs']",-1
199,"['amorainlove', 'gosto', 'não', 'acho', 'ela', 'bonita', 'nao', 'nem', 'nada', 'nao', 'huahahaauahauhau']",-1
200,"['amorainlove', 'hahahaha', 'brincadeirinhaboba', 'rs', 'tb', 'acho']",-1
201,"['amorainlove', 'eu', 'tb', 'mas', 'sou', 'uma', 'futurarecemsolteiraaindaapaixonada', 'foda', 'rs']",-1
202,"['amorainlove', 'own', 'gata', 'depende', 'só', 'de', 'mim', 'não', 'nem', 'dela', 'mas', 'vamos', 'ver', 'o', 'que', 'o', 'futuro', 'nos', 'reserva', 'e', 'tu', 'és', 'solteira']",-1
203,"['amorainlove', 'puts', 'complicado', 'mas', 'ele', 'respeita', 'tuas', 'sensações', 'se', 'sim', 'ótimo', 'tem', 'que', 'ver', 'então', 'como', 'ele', 'encara', 'isso', 'seicomoé']",-1
204,"['amorainlove', 'normalll', 'imagina', 'a', 'situação', 'da', 'pssoa', 'tb', 'ne', 'fodas']",-1
205,"['uia', 'rt', 'papertomaz', 'amorainlove', 'fia', 'nem', 'te', 'conto', 'o', 'que', 'tô', 'fazendorsss']",-1
206,"['e', 'ele', 'é', 'a', 'cara', 'do', 'meu', 'querido', 'amigoo', 'expatrão', 'djbuts', 'rt', 'lenabahirah', 'um', 'dos', 'melhores', 'escritores', 'do', 'país', 'fabrício', 'carpinejar', 'no', 'jô']",-1
207,"['milanuness', 'eu', 'tive', 'problemas', 'sérios', 'pq', 'meu', 'cabelo', 'era', 'crespo', 'diziam', 'que', 'eu', 'tinha', 'piolho', 'e', 'isso', 'causou', 'traumas', 'acredita']",-1
208,"['milanuness', 'bem', 'exagerado', 'fui', 'váarias', 'vezes', 'pra', 'secretaria', 'comecei', 'alisar', 'o', 'cabelo', 'na', 'adolescencia', 'hj', 'queria', 'telos', 'cacheados', 'e', 'nao', 'posso']",-1
209,"['milanuness', 'minha', 'vingança', 'branca', 'é', 'que', 'hj', 'tô', 'melhor', 'aparencia', 'que', 'todas', 'que', 'me', 'magoaram', 'rs']",-1
210,"['milanuness', 'tive', 'um', 'problema', 'esses', 'tempos', 'sim', 'que', 'acho', 'que', 'foi', 'reflexo', 'mas', 'é', 'longa', 'a', 'historia', 'pra', 'contar', 'aqui', 'foi', 'bem', 'complicado']",-1
211,"['lenabahirah', 'putso', 'carpinejar', 'não', 'é', 'gay', 'legal', 'a', 'gente', 'ver', 'que', 'as', 'aparências', 'enganam', 'e', 'não', 'fazem', 'a', 'menor', 'diferença', 'namoradalinda']",-1
212,"['hahaha', 'esse', 'moço', 'foi', 'ótimo', 'só', 'o', 'carpinejar', 'rt', 'milanuness', 'rindo', 'muito', 'com', 'esse', 'moço', 'que', 'ta', 'no', 'jo']",-1
213,"['acho', 'que', 'vou', 'pegar', 'carona', 'com', 'a', 'agdabritto', 'e', 'mimir']",-1
214,"['pqp', 'o', 'carpinejar', 'tá', 'me', 'fudendo', 'com', 'essas', 'verdades', 'absolutas', 'genio']",-1
215,"['jujubalima', 'oww', 'linda', 'trabalho', 'amanhã', 'dó']",-1
216,"['gente', 'tá', 'absurdaaaa', 'a', 'briga', 'jô', 'soares', 'x', 'carpinejar', 'huahahhuahau']",-1
217,"['jujubalima', 'e', 'o', 'sono', 'rs', 'cheiros', 'tb', 'adorei']",-1
218,"['alguem', 'aí', 'quer', 'peixe', 'pq', 'eu', 'já', 'pesquei', 'vários', 'aqui', 'cheiros', 'a', 'todasssss']",-1
219,"['owww', 'esquisita', 'aninhaebc', 'a', 'rafinhafarias', 'tá', 'te', 'imitando', 'com', 'tt', 'pala', 'hahaha']",-1
220,"['te', 'amo', 'perdidamente', 'mais', 'agora', 'rt', 'quasegay', 'qual', 'a', 'graça', 'de', 'ter', '5846844360681615', 'followers', 'se', 'seus', 'tweets', 'são', 'uma', 'merda']",-1
221,"['aninhaebc', 'num', 'dá', 'vontade', 'de', 'fazer', 'um', 'comentário', 'desaforado', 'pra', 'essa', 'menina', 'httptwitpiccom23v6gt', 'acho', 'que', 'vou', 'fazer']",-1
222,"['quasegay', 'verdade', 'gosto', 'dos', 'meus', 'pouquinhos', 'mas', 'que', 'interagem']",-1
223,"['prezada', 'pimentinha17', 'quando', '2', 'pessoas', 'usam', 'o', 'mesmo', 'computador', 'pode', 'acontecer', 'de', 'uma', 'postar', 'na', 'twitcam', 'c', 'o', 'perfil', 'errado', 'marlenebicalho']",-1
224,"['pimentinha17', 'certamente', 'aconteceu', 'isso', 'quando', 'a', 'marlenebicalho', 'postou', 'o', 'comentario', 'c', 'a', 'id', 'da', 'angelicamorango', 'httptwitpiccom23v6gt']",-1
225,"['pimentinha17', 'pouco', 'que', 'conheço', 'daqui', 'e', 'do', 'bbb', 'me', 'fizeram', 'ter', 'certeza', 'de', 'que', 'a', 'angelicamorango', 'jamais', 'mentiria', 'aqui', 'marlenebicalho']",-1
226,"['pimentinha17', 'então', 'reflita', 'no', 'teu', 'comentntário', 'friend', 'e', 'não', 'esotu', 'justificando', 'ou', 'defendendo', 'pq', 'é', 'famosa', 'faria', 'com', 'qq', 'pssoa', 'abç']",-1
227,"['sabem', 'o', 'que', 'eu', 'descobri', 'uma', 'pessoa', 'acróstica', 'adivinhem', 'quem', 'é', 'hahahah']",-1
228,"['tenho', 'tanto', 'medo', 'de', 'avião', 'que', 'quando', 'ele', 'passa', 'lá', 'em', 'cima', 'meu', 'coração', 'acelera', 'afff']",-1
229,"['cara', 'isso', 'não', 'é', 'um', 'sonho', 'cocolatraassumidamodeon', 'httptwitpiccom24exzc']",-1
230,"['aninhaebc', 'tem', 'galinha', 'gisada', 'ahhh', 'me', 'convidaaaaaaaaaaaa', 'rsrs', 'saudadedepernambuco']",-1
231,"['atoron', 'rt', 'marcoluque', 'se', 'bem', 'que', 'podemos', 'mesclaruma', 'bela', 'espanhola', 'numa', 'linda', 'holandesarsrsrs']",3.3
232,"['olá', 'gatas', 'e', 'gato', 'hahaha', 'jujubalima', 'aninhaebc', 'taisrenata', 'quasegay', 'agdabritto', 'chrismoranguete', 'zoooiul', 'drae', 'marlenebicalho']",-1
233,"['jujubalima', 'que', 'baummm', 'hein', 'tem', 'coisa', 'mais', 'gostosa', 'eu', 'ando', 'reflexiva', 'mas', 'enmm', 'paz', 'tb', 'mto', 'bom']",-1
234,"['juhsavignon', 'não', 'sei', 'o', 'que', 'se', 'passa', 'mas', 'força']",-1
235,"['juhsavignon', 'fica', 'com', 'deus', 'luz', 'e', 'paz']",-1
236,"['jujubalima', 'ah', 'convivendo', 'apenas', 'comigo', 'esse', 'fds', 'precisava', 'disso', 'pensando', 'em', 'mtas', 'coisas', 'e', 'trabalhando', 'no', 'meio', 'disso', 'rs']",-1
237,"['angelicamorango', 'ixi', 'nêga', 'tá', 'em', 'sampa', 'não', 'aqui', 'tá', 'um', 'dia', 'lindo', 'nem', 'sei', 'que', 'tô', 'fazendo', 'em', 'casa', 'acompanhada', 'de', 'uma', 'colica', 'danada']",-1
238,"['coisasdelouco', 'vim', 'parar', 'nessa', 'cidade', 'p', 'força', 'das', 'circunstâncias', 'aprendi', 'a', 'm', 'virar', 'sozinha', 'e', 'não', 'mudo', 'minha', 'postura', 'só', 'p', 't', 'agradar']",-1
239,"['vamos', 'fazer', 'uma', 'corrente', 'twitter', 'vem', 'pros', '160', 'caracteres', 'quem', 'adere', 'twiter160caracteres']",-1
240,"['quasegay', 'gatooooooooooooooooo', 'tava', 'sentindo', 'tua', 'falta']",-1
241,"['não', 'vou', 'pro', 'céu', 'fato']",-1
242,"['acho', 'que', 'a', 'morango', 'tem', 'um', 'céu', 'so', 'pra', 'ela', 'rsrs', 'angelicamorango', 'biaibelieve', 'nossa', 'eu', 'tô', 'em', 'sampa', 'aqui', 'n', 'b', 'vista', 'tá', 'nubladim', 'e', 'meio', 'frio']",-1
243,"['biaibelieve', 'hahaha', 'pq', 'no', 'tatuapé', 'tava', 'sol', 'na', 'aclimação', 'sol', 'só', 'na', 'bela', 'vista', 'que', 'tava', 'nublado', 'rsrs', 'eêee', 'angelicamorago']",-1
244,"['agdabritto', 'ooowwww', 'amorrr', 'ja', 'chegou']",-1
245,"['kkkkkkkkkkkkkkkk', 'rt', 'hugogloss', 'mamy', 'gloss', 'mandou', 'msg', 'pro', 'torpedao', 'ondefoiqeuerrei']",-1
246,"['marlenebicalho', 'vi', 'a', 'dm', 'pssoa', 'tudo', 'certim']",-1
247,"['agdabritto', 'quero', 'saber', 'tudooo', 'como', 'foi', 'o', 'diaaaa']",-1
248,"['marlenebicalho', 'magina', 'rs', 'dia', 'tão', 'totoso', 'hj', 'em', 'sp', 'eu', 'fiquei', 'em', 'casa', 'trab', 'ontem', 'até', '10', 'da', 'noite', 'aff', 'rs', 'e', 'tu', 'madry']",-1
249,"['marlenebicalho', 'nossa', 'não', 'há', 'furto', 'que', 'pena', 'essa', 'é', 'a', 'graça', 'rsrs', 'cheirosss']",-1
250,"['amores', 'pra', 'quem', 'gosta', 'de', 'boa', 'leitura', 'e', 'até', 'pra', 'quem', 'não', 'gosta', 'superindico', 'da', 'melaineribeiro', 'httpaescritoraeomusicoblogspotcom']",-1
251,"['linda', 'sabrinasatoreal', 'ajuda', 'a', 'divulgar', 'o', 'primeiro', 'livro', 'da', 'melaineribeiro', 'a', 'escritora', 'e', 'o', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
252,"['amore', 'juhsavignon', 'ajuda', 'a', 'divulgar', 'o', 'primeiro', 'livro', 'da', 'melaineribeiro', 'a', 'escritora', 'e', 'o', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
253,"['renatuuus', 'amore', 'ajuda', 'a', 'divulgar', 'o', 'primeiro', 'livro', 'da', 'melaineribeiro', 'a', 'escritora', 'e', 'o', 'musico', 'wwwaescritoraeomusicoblogspotcom']",-1
254,"['joaohamu', 'lindooooooo', 'eu', 'que', 'reviso', 'da', 'uma', 'lida', 'quando', 'puder']",-1
255,"['papertomaz', 'nossa', 'tme', 'gente', 'que', 'não', 'faz', 'tattoo', 'pra', 'filho', 'me', 'ajuda', 'ne', 'isso', 'foi', 'passional']",-1
256,"['marlenebicalho', 'oi', 'madry', 'dá', 'uma', 'fuçada', 'lá', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
257,"['marlenebicalho', 'vc', 'é', 'gente', 'cara', 'rsrs', 'brigada', 'lindona', 'desastrada', 'do', 'meu', 's2']",-1
258,"['aninhaebc', 'miga', 'dá', 'uma', 'fuçada', 'lá', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
259,"['frasesdemae', 'dá', 'uma', 'fuçada', 'lá', 'mãe', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
260,"['fcmorango', 'dá', 'uma', 'fuçada', 'lá', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
261,"['thaisbza', 'oi', 'bonita', 'dá', 'uma', 'fuçada', 'lá', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
262,"['coisasdelouco', 'gtdá', 'uma', 'fuçada', 'lá', 'primeiro', 'livro', 'da', 'minha', 'amiga', 'melaineribeiro', 'wwwaescritoraeomusicoblogspotcom', 'eu', 'reviso']",-1
263,"['melaineribeiro', 'naoeammmm', 'pq', 'o', 'alter', 'ego', 'tb', 'ama', 'os', 'amigos', 'nessa', 'vida', 'rs']",-1
264,"['preguiça', 'de', 'ir', 'dormir']",-1
265,"['adoro', 'essa', 'frase', 'viva', 'os', 'loucos', 'os', 'normais', 'estão', 'acabando', 'com', 'o', 'mundo', 'fikdik', 'rs']",-1
266,"['angelicamorango', 'lindo', 'inclusive', 'intrigante', 'isso', 'é', 'massa']",-1
267,"['amorainlove', 'excelente', 'parabéns', 'e', 'que', 'venham', 'as', 'mudanças', 'wwwmorangoexpressblogspotcom']",-1
268,"['rt', 'luizapossi', 'queria', 'comer', 'polvo', 'mas', 'o', 'da', 'copa', 'gerou', 'apego']",-1
269,"['acho', 'que', 'vou', 'ai', 'que', 'preguiça', 'de', 'dormir', 'xerus']",-1
270,"['carolserodio', 'mto', 'fofo', 'msm', 'qual', 'a', 'raça']",-1
271,"['franmoraes2', 'pronto', 'é', 'nui', 'aqui', 'tb']",-1
272,"['franmoraes2', 'parece', 'que', 'tá', 'morrendo', 'né', 'liga', 'naum', 'tem', 'um', 'cachorro', 'aqui', 'no', 'prédio', 'que', 'sempre', 'confundo', 'com', 'uma', 'foda', 'rs']",-1
273,"['franmoraes2', 'pois', 'é', 'hahaha', 'vi', 'teu', 'forms']",-1
274,"['limapaula', 'matéria', 'sobre', 'o', 'idolos', 'no', 'fqte', 'mto', 'bom', 'o', 'programaneam', 'tenho', 'que', 'ver', 'mais', 'parabéns', 'provcestudo', 'amoteucabelo']",-1
275,"['franmoraes2', 'franmyself', 'cheirossssssssssssssssssss', 'boa', 'noite']",-1
276,"['oieeee', 'amoresss', 'tô', 'mtooo', 'emocionadaaaa', 'minha', 'sobrinha', 'lindaaa', 'nasceuuu', 'parabéns', 'kilma', 'e', 'lipe', 'mano', 'te', 'amo', 'bem', 'vinda', 'karol', 'renovacao']",-1
277,"['oi', 'amores', 'drae', 'agdabritto', 'taisrenata', 'coisasdelouco', 'joaohamu', 'ritacassiacosta', 'renatuuus', 'vcs', 'num', 'tem', 'noção', 'da', 'correriaaaa', 'aff', 'xeru']",-1
278,"['quasegay', 'coisasdelouco', 'agdabritto', 'hj', 'a', 'correria', 'nao', 'me', 'deixou', 'interagir', 'mas', 'vcs', 'sao', 'especiais', 'saudadessss', 'cheirossss']",-1
279,"['franmoraes2', 'boa', 'noite', 'esquisitinha', 'legal', 'rsrs', 'zzzzzzzzzz', 'bjuu', 'zzzzzzz']",-1
280,"['bom', 'dia', 'amores', 'os', 'dias', 'passando', 'as', 'mudanças', 'se', 'tornando', 'inevitáveis', 'e', 'próximas', 'vai', 'ficando', 'mais', 'difícil', 'eavidasegue']",-1
281,"['homem', 'se', 'verdade', 'não', 'tem', 'dia', 'pra', 'comemorar', 'todo', 'dia', 'é', 'dia']",-1
282,"['e', 'vc', 'aí', 'franguinha', 'dessossada', 'que', 'só', 'reclama', 'da', 'vida', 'para', 'de', 'chorar', 'porra']",3.3
283,"['você', 'jovem', 'que', 'gosta', 'de', 'restart', 'você', 'ainda', 'vai', 'ter', 'vergonha', 'de', 'si', 'mesmo']",-1
284,"['hei', 'jovem', 'espinhudo', 'axé', 'não', 'restart', 'não', 'legião', 'urbana', 'não', 'tenha', 'um', 'mínimo', 'de', 'decência', 'nessa', 'vida', 'ordinária', 'que', 'vc', 'leva']",-1
285,"['a', 'e', 'antes', 'de', 'voltar', 'ao', 'mais', 'importante', 'e', 'abrir', 'a', 'minha', 'cerveja', 'matinal', 'fodase']",-1
286,"['se', 'vc', 'gosta', 'de', 'legião', 'urbana', 'por', 'favor', 'de', 'unfollow', 'aqui', 'a', 'gente', 'tem', 'vergonha', 'na', 'cara', 'e', 'bom', 'gosto', 'musical', 'porra']",-1
287,"['qual', 'político', 'covarde', 'bundao', 'eu', 'vou', 'começar', 'a', 'xingar', 'nessas', 'eleições']",-1
288,"['aliás', 'se', 'vc', 'quer', 'xingar', 'alguém', 'direito', 'não', 'fale', 'da', 'mãe', 'do', 'sujeito', 'apenas', 'o', 'chame', 'de', 'bundão', 'basta']",-1
289,"['exemplo', 'nizan', 'ganaes', 'é', 'um', 'bundão']",-1
290,"['aliás', 'o', 'universo', 'da', 'publicidade', 'é', 'repleto', 'de', 'bundões']",-1
291,"['ei', 'amigo', 'vai', 'tomar', 'no', 'cú']",-1
292,"['feliz', 'dia', 'do', 'amigo', 'que', 'também', 'come', 'a', 'gordura', 'da', 'picanha']",-1
293,"['feliz', 'dia', 'do', 'amigo', 'que', 'toma', 'pinga']",-1
294,"['feliz', 'dia', 'do', 'amigo', 'que', 'faz', 'escolhas', 'erradas']",-1
295,"['o', 'foco', 'da', 'resistência', 'é', 'aqui', 'ainda', 'gostamos', 'de', 'mulher', 'pinga', 'rock', 'n', 'roll', 'e', 'futebol', 'ainda', 'gostamos', 'de', 'churrasco', 'carne', 'sangrenta']",-1
296,"['gostamos', 'de', 'errar']",-1
297,"['direto', 'do', 'front', 'e', 'contra', 'toda', 'a', 'idiocracia', 'que', 'se', 'criou', 'ante', 'nós', 'aqui', 'quem', 'fala', 'é', 'mais', 'um', 'sobrevivente']",-1
298,"['na', 'luta', 'contra', 'os', 'jogadores', 'de', 'golf', 'e', 'todos', 'esses', 'pulhas', 'vagabundos', 'bundões', 'que', 'insistem', 'em', 'passar', 'creme', 'na', 'porra', 'do', 'rosto', 'creme', 'não', 'porra']",3.1
299,"['o', 'gay', 'assumido', 'bem', 'resolvido', 'é', 'bem', 'mais', 'homemdeverdade', 'do', 'que', 'frangas', 'arrogantes', 'dissimulados', 'que', 'não', 'enfrentam', 'a', 'própria', 'cara', 'no', 'espelho']",-1
300,"['não', 'da', 'pra', 'aguentar', 'conviver', 'com', 'um', 'fã', 'de', 'legião', 'urbana', 'na', 'duvida', 'fuja']",-1
301,"['aliás', 'qualquer', 'reunião', 'a', 'base', 'de', 'violão', 'é', 'um', 'local', 'propicio', 'para', 'um', 'massacre', 'de', 'serra', 'elétrica', 'e', 'eu', 'apoio']",-1
302,"['não', 'o', 'dunga', 'não', 'é', 'homemdeverdade', 'é', 'apenas', 'um', 'ignorante', 'de', 'verdade']",-1
303,"['aliás', 'quem', 'é', 'essa', 'porra', 'de', 'felipe', 'neto', 'não', 'sei', 'mas', 'só', 'de', 'ser', 'neto', 'já', 'imagino', 'que', 'fracassou']",-1
304,"['cbf', 'confederação', 'de', 'bundões', 'do', 'futebol']",-1
305,"['final', 'de', 'semana', 'fodase']",-1
306,"['homem', 'de', 'verdade', 'não', 'bate', 'em', 'mulher', 'isso', 'é', 'coisa', 'de', 'imbecil', 'de', 'babaca', 'de', 'covardes', 'bundões']",-1
307,"['aos', 'mariquinhas', 'que', 'passam', 'o', 'dia', 'twittando', 'eu', 'voltei']",4.2.2
308,"['charlie', 'sheen', 'to', 'contigo', 'meu', 'querido', 'amigo']",-1
309,"['o', 'pensamento', 'masculino', 'sem', 'rodeios', 'bem', 'vindo', 'você', 'homem', 'você', 'mulher', 'revelações', 'aguarde']",-1
310,"['boa', 'tarde', 'você', 'que', 'acha', 'que', 'vai', 'nos', 'atingir', 'ou', 'reconquistar', 'com', 'as', 'fotinhos', 'e', 'os', 'comentários', 'da', 'balada', 'só', 'afasta', 'mais', 'reflita']",-1
311,"['seja', 'piriguéte', 'e', 'nos', 'conquiste', 'no', 'ato', 'se', 'dê', 'o', 'valor', 'e', 'nos', 'conquiste', 'por', 'toda', 'uma', 'vida']",3.3
312,"['você', 'que', 'fica', 'enrolando', 'pra', 'aceitar', 'um', 'convite', 'mas', 'não', 'tem', 'coragem', 'de', 'dizer', 'não', 'é', 'medo', 'de', 'queimar', 'o', 'cartucho', 'para', 'uma', 'próxima', 'né', 'eu', 'sei']",-1
313,"['não', 'é', 'só', 'porque', 'tá', 'na', 'moda', 'que', 'é', 'bonito', 'mulheres', 'cuidem']",-1
314,"['mulher', 'é', 'um', 'parque', 'de', 'diversões', 'a', 'começar', 'pelo', 'humor', 'uma', 'montanharussa']",3.3
315,"['rt', 'fortemulher', 'o', 'que', 'você', 'precisa', 'é', 'não', 'precisar', 'de', 'ninguém']",-1
316,"['você', 'acha', 'que', 'a', 'gente', 'acredita', 'mesmo', 'nessa', 'felicidade', 'toda', 'do', 'facebook', 'bêbada', 'balada', 'amigas', 'não', 'preciso', 'de', 'homem', 'no', 'mínimo', 'ridiculo']",-1
317,"['você', 'que', 'larga', 'indireta', 'no', 'twitter', 'acaba', 'pagando', 'vale', 'de', 'abandonada', 'com', 'toda', 'a', 'timeline', 'quem', 'realmente', 'deveria', 'ser', 'atingido', 'nem', 'vê']",-1
318,"['você', 'que', 'adora', 'alfinetar', 'os', 'amigos', 'homens', 'falando', 'de', 'famosos', 'lindos', 'lembrese', 'que', 'eles', 'não', 'pegariam', 'você', 'se', 'a', 'conhecessem']",3.3
319,"['bom', 'dia', 'você', 'que', 'paga', 'de', 'pegadora', 'espalha', 'tudo', 'e', 'sempre', 'dá', 'um', 'jeito', 'de', 'contar', 'suas', 'aventuras', 'quem', 'muito', 'fala', 'pouco', 'faz']",-1
320,"['preciso', 'arrumar', 'meu', 'quarto', 'contrato', 'estagiário']",-1
321,"['o', 'orgulho', 'hetero', 'é', 'tão', 'válido', 'quanto', 'o', 'orgulho', 'homo', 'se', 'um', 'pode', 'ter', 'orgulho', 'por', 'que', 'o', 'outro', 'não', 'orgulhohetero']",4
322,"['não', 'somos', 'discriminadores', 'ao', 'contrário', 'queremos', 'igualdade', 'orgulhohetero']",4
323,"['nós', 'heteros', 'que', 'ainda', 'somos', 'maioria', 'devemos', 'nos', 'unir', 'contra', 'a', 'ditadura', 'da', 'minoria', 'abaixo', 'a', 'heterofobia']",4
324,"['rt', 'robsonhreal', 'orgulho', 'hetero', 'seempreee']",4
325,"['rt', 'lucasmcml', 'orgulho', 'hetero', 'show', 'w']",4
326,"['rt', 'samucasg', 'orgulho', 'hetero', 'seempree']",4
327,"['rt', 'pedrohenrilf', 'orgulho', 'homo', 'pode', 'tweetar', 'mas', 'orgulho', 'hetero', 'é', 'preconceito', 'whats', 'the', 'problem', 'with', 'u', 'guys']",4
328,"['rt', 'oficialjoao', 'orgulho', 'hetero', 'homofobia', 'abs']",4
329,"['rt', 'mundodrogado', 'antes', 'o', 'homossexualismo', 'era', 'proibidodepois', 'passou', 'a', 'ser', 'toleradohoje', 'é', 'normaleu', 'vou', 'embora', 'antes', 'que', 'vire', 'obrigatór']",4
330,"['rt', 'ritocca', 'quem', 'é', 'a', 'favor', 'da', 'criação', 'do', 'dia', 'nacional', 'do', 'orgulho', 'heterossexual', 'popularmente', 'falando', 'dia', 'do', 'hétero', 'diga', 'eu']",4
