text,class
Se vc gosta de Legião Urbana. Por favor de Unfollow. Aqui a gente tem vergonha na cara e bom gosto musical porra!,-1
Qual político covarde bundao eu vou começar a xingar nessas eleições ?,-1
"Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta.",-1
Exemplo: Nizan Ganaes é um Bundão.,-1
"Aliás, o universo da publicidade é repleto de bundões !!!!",-1
Ei amigo ! Vai tomar no cú !,-1
Feliz dia do amigo que também come a gordura da Picanha!,-1
Feliz dia do amigo que toma pinga!,-1
Feliz dia do amigo que faz escolhas erradas!,-1
"O foco da resistência é aqui! Ainda gostamos de mulher, pinga, rock n roll e futebol ! Ainda gostamos de churrasco, carne sangrenta...",-1
Gostamos de errar!,-1
Direto do front e contra toda a idiocracia que se criou ante nós! Aqui quem fala é mais um sobrevivente.,-1
Na luta contra os jogadores de Golf e todos esses pulhas vagabundos bundões que insistem em passar creme na porra do rosto! Creme não porra!,3.1
"O gay assumido bem resolvido é bem mais @homemdeverdade do que frangas arrogantes, dissimulados que não enfrentam a própria cara no espelho!",-1
"Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.",-1
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",-1
"Não, o Dunga não é @homemdeverdade ! É apenas um ignorante de verdade.",-1
"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!",-1
CBF = Confederação de Bundões do Futebol !,-1
Final de semana = foda-se !,-1
"Homem de verdade não bate em mulher! Isso é coisa de imbecil, de babaca, de covardes bundões.",-1
"aos mariquinhas que passam o dia twittando, eu voltei.",4.2.2
"Charlie Sheen, to contigo meu querido amigo.",-1
O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!,-1
Boa tarde você que acha que vai nos atingir ou reconquistar com as fotinhos e os comentários da balada. Só afasta mais. #reflita,-1
Seja piriguéte e nos conquiste no ato. Se dê o valor e nos conquiste por toda uma vida.,3.3
"Você que fica enrolando pra aceitar um convite, mas não tem coragem de dizer não. É medo de queimar o cartucho para uma próxima, né? Eu sei.",-1
"Não é só porque tá na moda, que é bonito, mulheres. #cuidem",-1
Mulher é um parque de diversões. A começar pelo humor: uma montanha-russa.,3.3
RT @ForteMulher: O que você precisa é não precisar de ninguém.,-1
"Você acha que a gente acredita mesmo nessa felicidade toda do Facebook? Bêbada, balada, amigas, ""não preciso de homem"" No mínimo #ridiculo",-1
"Você, que larga indireta no twitter, acaba pagando vale de abandonada com toda a timeline. Quem realmente deveria ser atingido nem vê.",-1
"Você que adora alfinetar os amigos homens falando de famosos lindos. Lembre-se que eles não pegariam você, se a conhecessem.",3.3
"Bom dia você que paga de pegadora, espalha tudo e sempre dá um jeito de contar suas aventuras. Quem muito fala, pouco faz..",-1
Preciso arrumar meu quarto. Contrato estagiário.,-1
O orgulho hetero é tão válido quanto o orgulho homo. Se um pode ter orgulho por que o outro não? #orgulhohetero,4
"Não somos discriminadores, ao contrário, queremos igualdade! #orgulhohetero",4
"Nós heteros, que AINDA somos maioria, devemos nos unir contra a ditadura da minoria. Abaixo a #heterofobia !!!!",4
RT @RobsonhReal: Orgulho Hetero seempreee .,4
RT @lucasmcml: Orgulho Hetero... show *w*,4
RT @samucasg: Orgulho Hetero seempree,4
RT @pedrohenri_lf: Orgulho Homo pode tweetar mas Orgulho Hetero é preconceito ? What's the problem with u guys ? '-',4
RT @OficialJoao: Orgulho Hetero  Homofobia. Abs,4
RT @mundodrogado: Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...,4
RT @ritocca: Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.,4
RT @bonisss: A cada dia que passa cresce aindamais os adeptos à Marcha do Orgulho Hétero!!! RT Pelos poucos héteros que restam!!,4
"Abaixo, apenas alguns exemplos de manifestação a favor do direito ao orgulho hetero.",4
A luta continua #orgulhohetero !,4
"Eles fizeram a marcha deles, nós temos o direito de nos expressarmos também. Dia do #orgulhohetero JÁ!",4
RT @Dona_Lola: Como ter orgulho do q eu sou reprime qm não é? #orgulhohetero,4
"""Há homens que têm patroa.
Há homens que têm mulher.
E há mulheres que escolhem o que querem ser."" #MulherDeVerdade",3.1@3.3
"""De erro em erro, vai-se descobrindo toda a verdade.""
#MulherDeVerdade",-1
"""Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores."" #MulherDeVerdade",-1
"""Sou uma mulher madura, que as vezes brinca de balanço. Sou uma criança insegura, que as vezes anda de salto alto."" #MulherDeVerdade",-1
"""A minha forma de brincar é dizer a verdade. É a brincadeira mais engraçada do mundo."" #MulherDeVerdade",-1
"""A maior ambição da mulher é despertar o amor."" #MulherDeVerdade",3.3
"""A mulher tem uma única via para superar o homem: ser mais mulher a cada dia."" #MulherDeVerdade",3.1
"O desejo do homem é pela mulher, mas o desejo da mulher é pelo desejo do homem. Ou mais... #MulherDeVerdade",3.3
"""A mulher - é o anjo e o diabo num só corpo.""
#MulherDeVerdade",-1
"""Mulher: a mais nua das carnes vivas e aquela cujo brilho é o mais suave."" #MulherDeVerdade",3.3
"""Deus criou a mulher de uma costela, de um osso torto. Se procurares endireitá-la, quebrará. Tenham pois paciência c elas."" #MulherDeVerdade",3.3
"""As mulheres estão descobrindo que mulher é bom - coisa que os homens já sabem há séculos.""  #MulherDeVerdade",3.3
"""Cem homens podem formar um acampamento, mas é preciso uma mulher para se fazer um lar."" #MulherDeVerdade",3.3
"""A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto."" #MulherDeVerdade",3.3
"""Uma mulher nua seria menos perigosa q é uma saia habilmente exibida, q cobre tudo e, ao mesmo tempo, deixa tudo à vista."" #MulherDeVerdade",3.3
"""Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor.."" #MulherDeVerdade",3.3
"Q bom, linda, sou nova por aqui! Bem vinda! RT @MonikaSouzaS: Taí, curti -> @MdeVerdade #SouDessas ;)",-1
"RT @ACarioca_: Dê mais valor aos sentimentos, porque o dinheiro um dia acaba e a maquiagem sai com água.",-1
"Uma #MulherDeVerdade acredita no amor, mas não vira refém dele.",3.3
"Uma mulher de verdade é bem sucedida, independente. Mas se não for - ainda, vai lutar até o fim por si mesma!",-1
"RT @maitabom: Aonde está o meu coração, ali estará o meu tesouro.",-1
Uma #MulherDeVerdade pode usar silicone. Mas usará seu cérebro em primeiro lugar.,3.3
"Uma #MulherDeVerdade prefere amor, tesão, envolvimento a preconceitos.",3.3
"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!",-1
Bem vindos esses novos lindos da minha TL! @maitabom @ACarioca_ @luccy_mara Kisses de verdade!,-1
""" @maitabom Doces ou travessuras? "" Os dois! Não necessariamente nessa órdem rs... ;)",-1
"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!",-1
"Uma #MulherDeVerdade não sente inveja: É segura de suas qualidades e capacidades, sem menosprezar as dos outros.",3.3
Uma #MulherDeVerdade dá valor às mais belas qualidades dos seres humanos. E dá valor aos amigos verdadeiros.,3.3
"Uma #MulherDeVerdade se cuida. Quer estar linda, gostosa, apetitosa e, principalmente, inteligente. Mas, para ela mesma, em 1º lugar.",3.3
"Uma #MulherDeVerdade é curiosa, bem informada, gosta de conhecer o novo...",3.3
Uma #MulherDeVerdade dá valor à beleza. Mas sua maior preocupação é o conteúdo. E ela o tem. E encanta por isso.,3.3
"Uma #MulherDeVerdade é boa de cama, gosta de seduzir, de ser seduzida. Gosta de provocar. E não tem frescurinhas.",3.3
"Uma #MulherDeVerdade gosta de agradar e dar carinho ao parceiro, mas não faz NADA  apenas pelo outro, ou que a desagrade.",3.3
"Uma #MulherDeVerdade não é adepta a joguinhos infantis. É sincera, fala o que pensa e o que sente.",3.3
RT @MonikaSouzaS: Só eu acho (muito) esquisito essas mulheres todas artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo,3.3
@MonikaSouzaS <=== Essa guria me parece mto #MulherDeVerdade,-1
RT @WannessaMichi: @humornegroo Ainda tem uma espécie viva: Oscar Niemeyerssauro,-1
@hebecamargo sai do facebook vc morreu,-1
mais preguiça que o cara que desenhou a bandeira da Líbia,-1
me explica por que vocês ficam no computador com essa criança de olho arregalado aí atrás,-1
imagina uma caixinha de musica começa a tocar agora ai no escuro,-1
bom galera vou dormir pq ao contrário da hebe eu acordo cedo amanhã. fui,-1
HOJE EU VO CHUTAR O BALDE MAS FICA AI PQ QUERO ACERTA SUA CARA,-1
mulheres por favor PAREM de raspar a cabeça dos lados fica parecendo que vcs tem câncer pela metade,3.3
imagina se você cutucar a pessoa no facebook só que ela tem hanseníase e não sente,-1
"abri a janela tava uma gorda no apartamento da frente olhando pra baixo e chorando, acho que caiu a empadinha dela",3.3-8.3.1
"Menina praplégica c tá querendo o que? - eu quero mexer, eu quero mexer! ",-1
até meu tamagoshi eu decepcionei deixei morrer de fome então não esperem muito de mim,-1
to com tanta fome que na minha mente toca we are the world enquanto imagino o helicóptero da onu jogando uma cesta básica pra mim,-1
"deve ser foda namorar uma evangélica, vc manda um sms todo fofo dizendo ""Advinha quem te ama?"" e ela responde ""Jesus Cristo""",-1
@naando_Luiiz configurações > desativar minha conta,-1
quando você tenta dormir todos os pensamentos que não teve ou evitou ter durante o dia inteiro surgem dançando gangnam style no seu cérebro,-1
"Minha mae me proibiu de andar com meus amigos que usam drogas, agora vou vender pra quem???",-1
apagão no nordeste e só agora fui descobrir que lá tinha energia elétrica kkkkk,-1
RT @YagoBernardino: @humornegroo sorria tu ta sendo printado babaca!,-1
indo dormir de luz acesa em homenagem ao nordeste,2.1-2.2.1.1
03 da manhã e nordestino vim apelar com piada de apagão... hahaha aproveita que ta sem luz e vai dormir...,-1
veio uma chuva de tweets aqui me chingando pelas piadas do apagão no nordeste. algum de vcs achou a piada tão preconceituosa assim?,-1
vou ler a opinião de vcs... eu não achei nada demais a piada pras pessoas se revoltarem tanto... mas dependendo da opinião de vcs eu apago,-1
"uma chuva de tweets me xingando tiveram origem do site diario do nordeste, da globo. http://t.co/vEkpqYjj",-1
"RT @savoltrath: @HumorNegroo Basicamente as pessoas dão risada dos outros, mas quando é com eles todo mundo fica bravo.",-1
RT @lokocorreia: @HumorNegroo jornal esse que é feito com folha de bananeira,-1
"RT @Marceljuca: @HumorNegroo meu deus, sou do nordeste e nem me esquento pq eu sei que é humor",-1
"RT @DanTeiixeira: @HumorNegroo Não apague não, sou do nordeste e levo sempre na brincadeira, não vejo motivo nenhum pra tanta revolta !",2.1-2.2.1.1
@hadoucken acho que vamos parar na mesma cela... hahuauha http://t.co/b855gKsP,-1
"RT @osprimitivos: O q falta para o povo nordestino derrubar a família Sarney do maranhão não é a corrupção, mas sim uma piada sobre o no ...",-1
to começando a acreditar que jesus foi crucificado por ter feito uma piada do nordeste,2.1-2.2.1.1
RT @wassupval: Amo/sou @HumorNegroo e a revolta dos ofendidinhos com suas piadas,-1
"@HenriqueAPF de jeito nenhum... só que nesse caso como mta gnt veio de mimimi pra cima, quis saber se era so eu q n tava achando nada d+",-1
mãe to na globo http://t.co/AzIoc51k,-1
PRECONCEITO NA WEB!!!! kkkkkkkkk http://t.co/WCh6lK71,-1
RT @xxxpressions: @HumorNegroo seria mais preconceituoso se ele dissesse que as loiras são nordestinas.,-1
"A partir do momento q vc ri d piada d loira, português, gaucho vc perde o direito d se ofender c qualqer outro tipo de piada! Danilo Gentili",-1
"com essa frase que eu encerro o assunto do nordeste. está me dando sede, vou ali beber uma agua mineral",-1
GENTE QUE ACREDITA EM DUENDES KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK VOCÊS SÃO MTO TROUXAS DUENDES MENTEM MUITO,-1
hitler ligou  o forno pqp,-1
o lula nunca acertou a nota azul do guitar hero,-1
meu chinelo arrebentou amanhã tenho que sair pra comprar prego,-1
SE O FURACÃO SANDY TÁ ASSIM IMAGINA O FURACÃO PRETA GIL? DEVE TER SIDO ESSE QUE DIZIMOU OS DINOSSAUROS.,-1
o dia é das bruxas mas a noite é dos solteiros,-1
morrendo com os memes da Nana Gouvêa uhahuahuahuahua http://t.co/LK9DHmFg,-1
Os memes da Nana Gouvêa tão me divertindo muito kkkkkkkk http://t.co/6WuQbtv2,-1
[ENEM] Questão 1: OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ( ) SOMETIMES ( ) VIDA DE GADO ( ) ANA JULIA ( ) PA GANGNAM STYLE,-1
a natureza é mesmo perfeita... olha esses filhotes nascendo *___* quantos RTs essa mamãe merece hein? http://t.co/5NMQ2WSY,-1
"acho que meu sono resolveu desaparecer junto com o meu dinheiro, espero um dia tê-los de volta",-1
"Se você assistir Titanic ao contrário, verá a história de um submarino que resgata as pessoas do mar e as coloca em uma festa.",-1
PROCURO: uma criança que aguente trabalhar 12h/dia dentes fortes e q nao coma muito,-1
PS: TROCO POR UM CRENTE! PAGO A DIFERENÇA!!!!,-1
E O VENCEDOR É ....... http://t.co/7tuExifE,-1
@annoyingbru virou fiscal de piada agora? manda a multa la pra casa,-1
a mina é tão gorda quem nem a indireta que mandei pra ela serviu,3.3-8.3.1
SERA QUE EU TENHO ALZHEIMER E NAO LEMBRO???,-1
sorte de hoje: você não chama ricarda,-1
ELIZA SAMUDIO PODE SAIR VC GANHOU O PIQUE ESCONDE,-1
"No Iraque, ""Call of Duty"" é conhecido como ""The Sims""",-1
tão lésbica que jogava campo minado só pra pegar as mina,-1
quando alguém te chamar de gordo não ligue você é maior que tudo isso,8.3
ATENÇÃO: Todos os preços inacreditavelmente pela metade do dobro. #BlackFriday #Brasil,-1
hj comprei um negro baratin graças ao #BlackFriday,-1
unico que saiu ganhando na #BlackFriday hauhauha http://t.co/T8dzPR13,-1
"FUI DIGITAR PALMEIRAS NO GOOGLE, O GOOGLE CAIU.",-1
A TIM COMPROU O GOOGLE,-1
"Fuleco é nome de traficante. Tipo ""Jair Cláudio da Rocha Maciel, o Fuleco""",-1
verdade q em manaus tem uma lei que se vc fizer 18 anos e não souber caçar javali vc vai preso?,-1
.@pedromarini acho que tô com alzheimer porque n me lembro de ter pedido sua opinião,-1
sorte eterna: vc não chama ariadna,-1
PRECISA-SE URGENTE de um serial killer de cantores sertanejos,-1
@ch4mps toda a sociedade só tem a ganhar com isso,-1
tava arrumando meu quarto achei o corpo da eliza samudio,-1
agora é oficial: os dinossauros estão extintos,-1
será quem que achou as horcruxes do Niemeyer???,-1
"se tem uma coisa que eu odeio começa com ""PRE"" e termina com ""TO"" isso mesmo preconceito",1.3
O FACEBOOK CAIU VAMO VOLTAR PRO ORKUT GALERAAA,-1
"O Facebook caiu justo agora que eu ia compartilhar aquela imagem pra doar 0,056442 centavos pra um coral de crianças mudas sem cabelo",-1
GENTE ME ADD AI http://t.co/s9o47AKx,-1
NA ÁFRICA GATO PRETO É CONHECIDO APENAS COMO GATO,-1
vcs acham msm que jesus vai deixar o mundo acabar faltando 4 dias pro niver dele? kkkkkkkkkkkkkkkkkkkk,-1
acho que a Simone depende mais do natal pra sobreviver que o Papai Noel,-1
ESSE CARA SOU EU http://t.co/Cb1c5GSY,-1
dizem que o ingresso pra balada em manaus é uma galinha,-1
dizem q em manaus quando a pessoa perde o onibus ela ñ fica esperando o proximo ela vai se pendurando nas arvore escalando cipó,-1
chega de anfolow galere!!! uhahuahua http://t.co/BMS6fVdJ,-1
é tanto calor que to começando a gostar de quem fala cuspindo,-1
Ai meu deus como é bom ser vida loka,-1
nao tava entrando no twitter pq eu estava perdendo tempo vivendo #V1D4L0K4,-1
"imagina tão mostrando a família do cara no bbb dai a mãe dele ta com um cartaz ""seu pai morreu semana passada :(""",-1
dessa vez sem piadas de humor negro com Santa Maria - RS.,-1
"e tem nordestino e manaura achando ruim das piadinhas regionais... vcs sempre serão zuados, eu msm me certificarei disso. acostumem-se",2.1-2.2.1.1
RT @diImabr: @katylene @humornegroo É pra estimular a compra de carros elétricos no Brasil. Bjs,-1
vo montar uma lanchonete na arena do gremio que vai se chamar avalanches,-1
RT @RicardoFogos: @HumorNegroo tem que ter sanduíche prensado uhauhahauauuhahu,-1
"vc chega na casa de alguém ""pode entrar a casa é sua"" vc responde ""então sai daqui n quero visitas agora"" e fecha a porta na cara da pessoa",-1
huahuahuahuau to rindo mto disso http://t.co/Sxsh8B9c,-1
#TrolandocomHumorNegro está de volta com uma edição que ninguem pode perder. Quem quer trolar o pastor + ladrão do Brasil? @PastorMalafaia?,-1
"#TrolandocomHumornegro. Vamos tirar a página do Silas Mala Cheia do Facebook? Se e minha sai, a dele tb vai sair. http://t.co/QwYFoWjp",-1
